"patches","vtkOriginalCellIds","Cell Type"
8,2538,5
8,2539,5
8,2540,5
8,3717,5
8,3719,5
8,3720,5
8,6857,5
8,6859,5
8,6860,5
8,6861,5
8,6862,5
8,7018,5
8,7020,5
8,7023,5
8,7024,5
8,7025,5
8,7027,5
8,7319,5
8,7320,5
8,7321,5
8,7554,5
8,7556,5
8,7558,5
8,7560,5
8,7561,5
8,7923,5
8,7925,5
8,7926,5
8,7947,5
8,7948,5
8,7954,5
8,7955,5
8,7977,5
8,7978,5
8,8059,5
8,8060,5
8,8081,5
8,8082,5
8,8084,5
8,8086,5
8,8087,5
8,8571,5
8,8572,5
8,8573,5
8,8575,5
8,8716,5
8,8814,5
8,10758,5
